RMSE,r,r_s,K,K_s,init_cond,start_date,end_date,year
0.5918232419950783,-0.01214706437978351,-0.09441615060465898,826.3593973151936,826.3175990265025,1.2169625877466,2005-05-09,2006-05-26,2005
0.7884387248964723,-0.10082930698077415,-0.3499999999999999,43.20085624807713,40.560598407892826,0.2522386913887,2006-05-27,2007-05-12,2006
0.6183364412888952,0.0016141690170973777,-0.24996553696072266,11.300925666059126,6.177853336125812,0.01,2007-05-13,2008-05-30,2007
0.7508892493039437,-0.09014247654650956,-0.3499999999998562,37.2638800430986,34.31056407367167,0.424706161273875,2008-05-31,2009-05-30,2008
0.9776973319574773,-0.03642666798161496,-0.34999999999999354,23.646346827192737,22.19152107495857,0.12306288040383,2009-05-31,2010-05-06,2009
0.5688582478279206,-0.011349952468669834,-0.10109453178504439,182.88865876376096,1.8246972501449138e-13,0.155617295933292,2010-05-07,2011-05-02,2010
0.4357484177925898,0.026382488014024034,-0.19780795513706592,22.108844818680723,22.1074697129629,0.01,2011-05-03,2012-05-29,2011
0.5315420356617987,-0.08251028725494251,-0.17467177927984873,18.439681685912067,2.1568278077628826,2.02631668971438,2012-05-30,2013-05-19,2012
1.6960931088942541,-0.09102933309651945,-0.21049692785713342,999.9999999991006,8.931180016098768e-12,0.174483229143022,2013-05-20,2014-04-30,2013
0.8736362128088692,-0.0019284296096583717,-0.1536710157505165,14.48310142078662,6.615160154082522e-15,0.01,2014-05-01,2015-05-19,2014
0.39062502843030505,-0.03721702374108023,-0.13369476489030677,16.197329974643676,1.4999317453209453e-15,0.531284031935522,2015-05-20,2016-05-14,2015
0.591089117584409,0.026550018400853654,-0.32948454687452305,18.483061074369665,14.817661698640704,0.01,2016-05-15,2017-04-30,2016
0.48987768639719387,-0.0030246308796923484,-0.14511985578275197,46.37764074487105,4.088664290875723e-12,0.01,2017-05-01,2018-05-12,2017
0.823113582245085,0.033847880493019476,-0.31734628834084494,19.73843794287456,13.442996203059854,0.01,2018-05-13,2019-04-30,2018
0.5980033975402289,-0.004376310383584407,-0.13920192593149047,94.42553665029894,1.1209544076872997e-12,0.01,2019-05-01,2020-04-30,2019
